user_id,age,location_type,state,mobile_txn_count_6m,avg_txn_amount,txn_regularity_score,utility_consistency,has_electricity_payment,education_level,skills_completed,savings_rate_proxy,app_engagement_score,is_smallholder,farm_size_proxy,yield_risk_score,creditworthy_label,true_risk_score
AFRI_000433,31,Urban,Enugu,37,27074.0,0.648,0.709,1,3,7,0.251,0.313,0,0.0,0.5,0,453
AFRI_000434,38,Urban,Abuja,227,8918.0,0.678,0.365,1,3,7,0.189,0.665,0,0.0,0.5,0,441
AFRI_000435,33,Urban,Enugu,316,23142.0,0.967,0.89,0,2,5,0.109,0.981,0,0.0,0.5,1,733
AFRI_000436,23,Rural,Kano,256,38586.0,0.405,0.748,1,2,7,0.19,0.596,0,0.0,0.5,0,401
AFRI_000437,43,Urban,Abuja,118,26873.0,0.771,0.487,0,0,0,0.359,0.901,0,0.0,0.5,0,356
AFRI_000438,38,Urban,Ibadan,244,44977.0,0.776,0.809,1,1,11,0.294,1.0,0,0.0,0.5,1,637
AFRI_000439,28,Urban,Ibadan,149,28494.0,0.71,0.987,0,2,2,0.336,0.296,0,0.0,0.5,0,479
AFRI_000440,35,Urban,Enugu,211,28691.0,0.836,0.704,1,0,1,0.294,1.0,0,0.0,0.5,0,538
AFRI_000441,32,Urban,Kano,105,22966.0,0.609,0.801,0,1,8,0.259,0.608,0,0.0,0.5,0,473
AFRI_000442,39,Urban,Enugu,109,26368.0,0.976,0.948,1,1,11,0.11,0.445,0,0.0,0.5,1,541
AFRI_000443,41,Semi-Urban,Other,289,10157.0,0.683,0.47,1,0,2,0.264,0.748,0,0.0,0.5,0,519
AFRI_000444,39,Urban,Lagos,125,42732.0,0.719,0.499,1,0,1,0.074,0.774,0,0.0,0.5,0,337
AFRI_000445,25,Urban,Lagos,194,2166.0,0.658,0.547,1,2,6,0.367,0.761,0,0.0,0.5,0,481
AFRI_000446,24,Semi-Urban,Kano,216,25603.0,0.989,0.587,1,2,10,0.084,0.361,0,0.0,0.5,0,494
AFRI_000447,19,Semi-Urban,Port Harcourt,77,23263.0,0.867,0.417,0,0,1,0.183,0.696,0,0.0,0.5,0,314
AFRI_000448,25,Urban,Port Harcourt,343,25420.0,0.569,1.0,1,1,9,0.355,1.0,0,0.0,0.5,0,638
AFRI_000449,33,Semi-Urban,Lagos,329,39065.0,0.504,0.839,1,2,1,0.186,0.945,0,0.0,0.5,1,681
AFRI_000450,23,Urban,Lagos,123,36468.0,1.0,0.519,1,1,4,0.222,0.726,0,0.0,0.5,0,456
AFRI_000451,40,Urban,Port Harcourt,208,32727.0,0.655,0.902,1,1,5,0.075,0.654,0,0.0,0.5,1,635
AFRI_000452,23,Semi-Urban,Abuja,440,17864.0,0.735,0.777,1,1,3,0.02,0.536,0,0.0,0.5,1,520
AFRI_000453,30,Semi-Urban,Port Harcourt,360,5170.0,0.649,0.932,1,0,2,0.342,0.688,0,0.0,0.5,1,514
AFRI_000454,34,Rural,Enugu,137,13126.0,0.741,0.491,0,1,5,0.2,0.369,0,0.0,0.5,0,533
AFRI_000455,28,Rural,Abuja,327,4679.0,0.983,1.0,0,2,10,0.308,0.86,1,4.6,0.482,1,740
AFRI_000456,40,Urban,Enugu,161,40912.0,1.0,0.834,1,2,7,0.375,0.713,0,0.0,0.5,1,713
AFRI_000457,25,Semi-Urban,Lagos,289,10607.0,0.792,0.878,1,0,2,0.257,0.809,0,0.0,0.5,1,543
AFRI_000458,24,Urban,Abuja,105,5334.0,1.0,0.566,1,3,10,0.14,0.348,0,0.0,0.5,1,628
AFRI_000459,44,Semi-Urban,Enugu,123,39491.0,0.531,0.433,1,3,9,0.146,0.594,0,0.0,0.5,0,458
AFRI_000460,24,Urban,Enugu,415,35209.0,0.899,0.824,1,3,3,0.079,0.668,0,0.0,0.5,1,583
AFRI_000461,39,Semi-Urban,Abuja,193,22850.0,0.784,0.529,1,1,9,0.23,0.507,0,0.0,0.5,1,691
AFRI_000462,28,Semi-Urban,Kano,180,4267.0,0.967,0.72,1,1,6,0.053,1.0,0,0.0,0.5,1,515
AFRI_000463,29,Semi-Urban,Other,177,42772.0,0.895,0.548,0,2,10,0.113,0.847,0,0.0,0.5,1,545
AFRI_000464,26,Semi-Urban,Port Harcourt,309,34289.0,0.881,1.0,1,2,2,0.501,0.647,0,0.0,0.5,1,668
AFRI_000465,33,Rural,Ibadan,196,13548.0,0.781,0.601,0,1,4,0.181,0.532,0,0.0,0.5,1,424
AFRI_000466,24,Urban,Enugu,397,38088.0,0.766,0.622,1,2,6,0.294,0.668,0,0.0,0.5,1,628
AFRI_000467,19,Semi-Urban,Port Harcourt,178,38678.0,0.993,0.837,0,2,1,0.137,0.585,0,0.0,0.5,0,595
AFRI_000468,30,Rural,Other,424,2580.0,0.674,0.913,1,2,10,0.205,0.67,1,7.2,0.9,1,755
AFRI_000469,22,Urban,Ibadan,305,23025.0,0.655,0.706,1,0,3,0.12,0.555,0,0.0,0.5,1,336
AFRI_000470,20,Semi-Urban,Port Harcourt,225,13907.0,0.723,0.818,1,2,1,0.177,0.492,0,0.0,0.5,1,638
AFRI_000471,30,Semi-Urban,Lagos,108,34017.0,0.57,0.252,0,2,7,0.464,0.56,0,0.0,0.5,0,502
AFRI_000472,18,Rural,Ibadan,105,5268.0,0.782,0.478,1,0,1,0.428,0.57,0,0.0,0.5,0,452
AFRI_000473,34,Semi-Urban,Other,67,41044.0,1.0,0.653,1,3,10,0.329,0.25,0,0.0,0.5,1,627
AFRI_000474,21,Rural,Port Harcourt,62,9998.0,0.647,0.723,0,2,1,0.127,0.55,0,0.0,0.5,0,555
AFRI_000475,33,Semi-Urban,Enugu,265,35408.0,0.752,0.599,1,2,6,0.198,0.509,0,0.0,0.5,1,583
AFRI_000476,43,Urban,Ibadan,210,40949.0,1.0,0.505,1,2,2,0.24,1.0,0,0.0,0.5,1,553
AFRI_000477,30,Rural,Lagos,157,9746.0,0.589,0.644,0,1,8,0.333,0.606,0,0.0,0.5,0,411
AFRI_000478,27,Semi-Urban,Abuja,84,26394.0,0.546,0.246,1,3,7,0.13,0.956,0,0.0,0.5,0,498
AFRI_000479,21,Urban,Enugu,43,37633.0,0.511,1.0,1,3,1,0.374,1.0,0,0.0,0.5,1,537
AFRI_000480,28,Semi-Urban,Lagos,356,2201.0,0.682,0.356,1,0,2,0.068,0.64,0,0.0,0.5,1,377
AFRI_000481,27,Semi-Urban,Lagos,390,17111.0,0.571,0.338,1,0,2,0.395,0.426,0,0.0,0.5,0,577
AFRI_000482,26,Urban,Ibadan,375,11389.0,0.72,0.675,1,1,9,0.02,0.661,0,0.0,0.5,1,592
AFRI_000483,24,Semi-Urban,Port Harcourt,291,35094.0,0.597,1.0,0,1,0,0.048,0.694,0,0.0,0.5,1,435
AFRI_000484,22,Semi-Urban,Abuja,108,9238.0,0.7,0.648,0,2,8,0.337,0.916,0,0.0,0.5,1,533
AFRI_000485,38,Urban,Enugu,120,44688.0,0.748,0.326,1,1,6,0.136,0.63,0,0.0,0.5,0,399
AFRI_000486,34,Semi-Urban,Enugu,207,8637.0,0.903,0.881,1,3,3,0.14,0.432,0,0.0,0.5,1,609
AFRI_000487,21,Semi-Urban,Port Harcourt,223,20198.0,0.418,0.9,1,3,9,0.112,0.668,0,0.0,0.5,0,753
AFRI_000488,37,Rural,Abuja,114,42443.0,0.956,0.723,1,1,3,0.351,0.4,0,0.0,0.5,0,435
AFRI_000489,34,Urban,Ibadan,417,6309.0,0.697,0.638,1,2,8,0.04,0.361,0,0.0,0.5,1,716
AFRI_000490,34,Semi-Urban,Enugu,67,22256.0,0.621,0.6,1,3,8,0.159,0.812,0,0.0,0.5,1,423
AFRI_000491,19,Semi-Urban,Abuja,419,30910.0,0.889,0.831,0,2,7,0.202,0.675,0,0.0,0.5,1,645
AFRI_000492,28,Urban,Ibadan,295,26974.0,0.707,1.0,1,2,2,0.3,0.616,0,0.0,0.5,1,410
AFRI_000493,21,Urban,Ibadan,387,18295.0,0.785,0.872,0,2,8,0.414,0.756,0,0.0,0.5,1,562
AFRI_000494,30,Urban,Other,213,26646.0,0.806,0.681,0,2,5,0.291,0.48,0,0.0,0.5,0,446
AFRI_000495,39,Semi-Urban,Enugu,165,2796.0,0.734,0.935,0,3,11,0.234,0.524,0,0.0,0.5,1,381
AFRI_000496,20,Semi-Urban,Port Harcourt,39,18185.0,0.89,0.892,1,0,3,0.218,0.38,0,0.0,0.5,1,481
AFRI_000497,25,Semi-Urban,Kano,255,3777.0,0.826,0.831,1,1,4,0.146,0.75,0,0.0,0.5,1,669
AFRI_000498,21,Rural,Enugu,443,5801.0,0.634,0.746,0,3,11,0.251,0.626,0,0.0,0.5,1,842
AFRI_000499,43,Urban,Other,48,20079.0,0.931,0.245,1,1,5,0.188,0.86,0,0.0,0.5,0,380
AFRI_000500,32,Semi-Urban,Lagos,420,39877.0,0.752,0.78,1,2,0,0.129,0.25,0,0.0,0.5,1,659
AFRI_000501,38,Urban,Lagos,58,24613.0,0.366,0.796,1,1,6,0.206,0.632,0,0.0,0.5,0,355
AFRI_000502,37,Urban,Ibadan,73,4140.0,1.0,0.946,1,2,8,0.02,0.539,0,0.0,0.5,1,561
AFRI_000503,18,Rural,Kano,65,15668.0,1.0,0.912,0,2,5,0.211,0.561,0,0.0,0.5,0,550
AFRI_000504,26,Semi-Urban,Other,29,16534.0,0.881,0.588,0,2,6,0.233,0.535,0,0.0,0.5,1,538
AFRI_000505,40,Urban,Enugu,29,12320.0,0.668,1.0,0,0,0,0.315,0.668,0,0.0,0.5,0,413
AFRI_000506,18,Urban,Lagos,70,35981.0,1.0,0.645,0,3,0,0.52,0.594,0,0.0,0.5,1,470
AFRI_000507,28,Rural,Lagos,421,44861.0,1.0,0.812,1,0,1,0.034,0.677,1,0.7,0.61,1,490
AFRI_000508,25,Rural,Enugu,124,41949.0,0.419,0.2,0,2,0,0.105,0.27,0,0.0,0.5,0,280
AFRI_000509,41,Semi-Urban,Other,81,23144.0,0.688,0.598,1,1,3,0.199,0.715,0,0.0,0.5,0,283
AFRI_000510,30,Semi-Urban,Abuja,399,2933.0,0.871,1.0,1,0,2,0.13,0.783,0,0.0,0.5,1,482
AFRI_000511,35,Semi-Urban,Ibadan,240,40204.0,0.77,0.781,1,0,1,0.262,1.0,0,0.0,0.5,0,485
AFRI_000512,28,Urban,Enugu,327,35764.0,0.551,0.415,0,2,6,0.345,0.728,0,0.0,0.5,0,347
AFRI_000513,33,Urban,Abuja,76,15616.0,0.735,0.718,1,2,6,0.301,0.934,0,0.0,0.5,1,420
AFRI_000514,19,Rural,Ibadan,182,28735.0,0.753,0.898,0,1,2,0.182,0.813,1,4.4,0.1,0,638
AFRI_000515,43,Rural,Kano,134,31920.0,0.851,0.641,1,1,11,0.23,0.802,1,3.1,0.383,0,619
AFRI_000516,41,Semi-Urban,Port Harcourt,165,29888.0,0.344,0.467,1,3,10,0.133,0.848,0,0.0,0.5,0,547
AFRI_000517,42,Urban,Ibadan,207,27821.0,0.635,1.0,1,1,6,0.181,0.811,0,0.0,0.5,1,425
AFRI_000518,23,Rural,Kano,75,29163.0,0.706,0.788,1,1,2,0.371,0.615,0,0.0,0.5,0,375
AFRI_000519,25,Rural,Port Harcourt,188,28107.0,1.0,0.795,1,3,8,0.213,0.791,0,0.0,0.5,1,742
AFRI_000520,34,Rural,Lagos,293,25929.0,0.859,0.606,1,0,1,0.265,0.872,0,0.0,0.5,0,428
AFRI_000521,44,Rural,Lagos,231,30582.0,0.726,0.712,1,3,0,0.06,1.0,0,0.0,0.5,1,510
AFRI_000522,23,Urban,Lagos,75,33902.0,0.392,0.261,1,0,3,0.203,0.718,0,0.0,0.5,0,280
AFRI_000523,38,Urban,Ibadan,266,44678.0,0.676,0.712,0,3,4,0.222,0.432,0,0.0,0.5,0,612
AFRI_000524,32,Semi-Urban,Abuja,287,32923.0,0.526,0.674,1,1,11,0.252,0.693,0,0.0,0.5,1,653
AFRI_000525,31,Urban,Port Harcourt,292,30644.0,0.728,0.632,1,1,0,0.02,0.759,0,0.0,0.5,0,478
AFRI_000526,39,Semi-Urban,Lagos,235,20759.0,0.47,1.0,1,0,2,0.318,0.942,0,0.0,0.5,0,471
AFRI_000527,26,Urban,Other,246,24054.0,0.528,0.529,0,1,6,0.375,0.717,0,0.0,0.5,0,340
AFRI_000528,28,Urban,Enugu,380,28451.0,0.947,0.833,1,2,2,0.55,0.661,0,0.0,0.5,1,645
AFRI_000529,43,Urban,Port Harcourt,163,10074.0,0.818,0.833,1,2,4,0.295,0.554,0,0.0,0.5,1,538
AFRI_000530,28,Urban,Port Harcourt,419,31692.0,0.41,0.719,1,1,0,0.226,0.554,0,0.0,0.5,1,392
AFRI_000531,26,Semi-Urban,Abuja,73,9103.0,0.756,0.739,1,1,0,0.376,0.541,0,0.0,0.5,0,583
AFRI_000532,38,Urban,Kano,284,7093.0,0.917,0.357,0,1,4,0.269,1.0,0,0.0,0.5,0,534
AFRI_000533,42,Semi-Urban,Abuja,99,20369.0,0.795,0.2,1,2,10,0.109,0.603,0,0.0,0.5,0,404
AFRI_000534,25,Urban,Lagos,87,18481.0,0.588,0.2,1,0,2,0.103,0.843,0,0.0,0.5,0,280
AFRI_000535,44,Urban,Enugu,140,24140.0,0.702,1.0,1,3,2,0.276,0.827,0,0.0,0.5,1,543
AFRI_000536,38,Rural,Enugu,131,13153.0,0.927,0.74,1,2,0,0.211,0.747,1,6.8,0.336,0,518
AFRI_000537,23,Rural,Other,74,37736.0,0.913,0.443,1,1,8,0.343,1.0,1,1.6,0.626,0,476
AFRI_000538,44,Urban,Other,96,32666.0,0.844,0.604,1,3,11,0.113,0.81,0,0.0,0.5,0,505
AFRI_000539,38,Urban,Lagos,122,10759.0,0.841,1.0,1,0,0,0.143,0.84,0,0.0,0.5,0,525
AFRI_000540,43,Semi-Urban,Enugu,209,37906.0,0.796,0.483,1,1,11,0.316,0.843,0,0.0,0.5,1,469
AFRI_000541,27,Semi-Urban,Abuja,261,16936.0,0.994,1.0,1,2,6,0.131,0.432,0,0.0,0.5,1,669
AFRI_000542,18,Rural,Ibadan,104,35823.0,0.552,0.302,1,1,1,0.168,0.984,1,7.7,0.1,0,353
AFRI_000543,40,Rural,Abuja,163,23275.0,0.859,0.702,1,2,10,0.359,1.0,1,6.0,0.674,0,627
AFRI_000544,18,Urban,Ibadan,400,40393.0,0.873,0.206,0,2,3,0.418,0.828,0,0.0,0.5,1,641
AFRI_000545,33,Urban,Lagos,297,1556.0,0.767,0.452,1,1,1,0.267,0.932,0,0.0,0.5,1,504
AFRI_000546,22,Semi-Urban,Enugu,293,44895.0,0.77,0.71,1,1,9,0.333,0.478,0,0.0,0.5,1,492
AFRI_000547,18,Rural,Other,400,30656.0,0.834,0.423,1,1,10,0.297,0.646,1,4.0,0.478,1,575
AFRI_000548,20,Semi-Urban,Port Harcourt,396,31126.0,0.799,0.459,1,0,2,0.177,1.0,0,0.0,0.5,1,512
AFRI_000549,35,Semi-Urban,Other,63,40388.0,0.771,0.419,1,2,5,0.148,0.593,0,0.0,0.5,0,362
AFRI_000550,38,Rural,Kano,180,36836.0,0.778,0.86,1,2,8,0.318,0.643,1,6.3,0.477,0,588
AFRI_000551,42,Urban,Port Harcourt,222,31637.0,0.685,0.868,1,2,7,0.432,1.0,0,0.0,0.5,1,652
AFRI_000552,22,Urban,Ibadan,150,9001.0,1.0,1.0,1,1,1,0.12,0.918,0,0.0,0.5,1,503
AFRI_000553,27,Semi-Urban,Abuja,166,39887.0,0.568,0.729,1,2,3,0.329,0.519,0,0.0,0.5,1,530
AFRI_000554,24,Urban,Abuja,194,1784.0,0.686,0.677,0,1,6,0.183,0.416,0,0.0,0.5,0,479
AFRI_000555,35,Urban,Other,266,1733.0,0.822,0.734,0,0,2,0.181,1.0,0,0.0,0.5,0,553
AFRI_000556,28,Urban,Abuja,365,16358.0,0.782,0.907,1,2,7,0.242,0.571,0,0.0,0.5,1,619
AFRI_000557,41,Rural,Other,290,3520.0,0.722,0.447,1,3,5,0.319,0.551,0,0.0,0.5,1,484
AFRI_000558,25,Semi-Urban,Other,318,32529.0,0.961,1.0,1,1,8,0.059,0.944,0,0.0,0.5,1,663
AFRI_000559,33,Rural,Abuja,182,2620.0,0.946,0.554,1,2,1,0.05,0.878,1,2.7,0.257,0,509
AFRI_000560,38,Semi-Urban,Kano,42,20157.0,0.963,0.964,0,3,6,0.324,0.523,0,0.0,0.5,1,644
AFRI_000561,22,Rural,Lagos,352,15348.0,0.635,0.689,1,1,6,0.022,0.428,0,0.0,0.5,1,558
AFRI_000562,35,Urban,Abuja,176,32614.0,0.907,0.93,1,1,11,0.242,0.542,0,0.0,0.5,1,564
AFRI_000563,21,Urban,Ibadan,210,30292.0,0.512,0.657,1,1,2,0.369,0.784,0,0.0,0.5,0,425
AFRI_000564,39,Semi-Urban,Enugu,173,6649.0,0.853,0.399,1,2,4,0.309,0.369,0,0.0,0.5,0,445
AFRI_000565,28,Urban,Other,242,10119.0,0.682,0.559,1,0,3,0.088,0.848,0,0.0,0.5,0,527
AFRI_000566,32,Semi-Urban,Kano,389,20454.0,0.464,0.561,1,2,9,0.06,0.897,0,0.0,0.5,1,558
AFRI_000567,32,Semi-Urban,Other,337,8047.0,0.515,0.993,1,1,11,0.222,0.428,0,0.0,0.5,0,481
AFRI_000568,36,Urban,Ibadan,136,3420.0,0.589,0.58,1,3,5,0.374,0.619,0,0.0,0.5,1,583
AFRI_000569,26,Semi-Urban,Other,362,22068.0,1.0,0.504,1,3,5,0.255,0.835,0,0.0,0.5,1,713
AFRI_000570,18,Urban,Ibadan,375,34962.0,0.839,0.307,1,0,2,0.341,1.0,0,0.0,0.5,1,488
AFRI_000571,41,Urban,Other,167,44647.0,0.683,0.818,1,1,9,0.353,0.596,0,0.0,0.5,1,538
AFRI_000572,19,Rural,Abuja,346,8039.0,0.924,0.51,1,2,4,0.174,0.832,0,0.0,0.5,1,599
AFRI_000573,20,Rural,Enugu,318,41296.0,0.688,0.446,0,1,5,0.02,0.597,1,2.1,0.296,1,475
AFRI_000574,20,Urban,Abuja,283,37980.0,0.536,0.829,1,1,8,0.233,0.787,0,0.0,0.5,0,480
AFRI_000575,35,Urban,Other,167,14702.0,0.712,0.489,0,2,1,0.212,0.715,0,0.0,0.5,0,555
AFRI_000576,30,Urban,Ibadan,255,30953.0,0.723,1.0,1,1,4,0.141,0.563,0,0.0,0.5,1,419
AFRI_000577,26,Urban,Lagos,449,10790.0,0.47,0.992,1,3,4,0.186,0.617,0,0.0,0.5,1,766
AFRI_000578,29,Urban,Kano,211,42484.0,0.889,0.816,1,1,11,0.337,0.829,0,0.0,0.5,0,531
AFRI_000579,21,Semi-Urban,Other,105,25505.0,0.506,0.842,1,1,4,0.301,0.605,0,0.0,0.5,0,374
AFRI_000580,28,Urban,Lagos,301,4509.0,0.53,0.472,1,2,9,0.19,0.273,0,0.0,0.5,0,497
AFRI_000581,26,Semi-Urban,Other,311,30242.0,0.719,0.922,1,3,10,0.291,0.661,0,0.0,0.5,1,660
AFRI_000582,18,Urban,Kano,269,34690.0,0.839,0.653,1,3,8,0.424,0.703,0,0.0,0.5,1,785
AFRI_000583,33,Semi-Urban,Abuja,61,30356.0,0.464,0.534,1,1,5,0.02,0.759,0,0.0,0.5,0,370
AFRI_000584,26,Urban,Abuja,433,7022.0,0.883,0.525,1,3,4,0.171,0.771,0,0.0,0.5,1,565
AFRI_000585,39,Urban,Other,217,6732.0,0.924,0.979,1,3,9,0.179,0.58,0,0.0,0.5,1,776
AFRI_000586,44,Semi-Urban,Kano,141,5987.0,0.853,0.491,1,1,10,0.145,0.25,0,0.0,0.5,0,365
AFRI_000587,40,Rural,Enugu,77,29813.0,0.637,0.521,1,3,0,0.314,0.539,0,0.0,0.5,0,382
AFRI_000588,43,Urban,Enugu,296,39493.0,0.456,0.451,0,1,7,0.078,0.899,0,0.0,0.5,0,492
AFRI_000589,23,Urban,Other,308,42257.0,1.0,0.431,1,0,2,0.347,0.693,0,0.0,0.5,0,632
AFRI_000590,43,Semi-Urban,Other,248,14337.0,0.86,0.765,0,0,2,0.1,0.619,0,0.0,0.5,1,499
AFRI_000591,32,Semi-Urban,Other,409,1696.0,0.8,0.25,1,0,3,0.439,0.792,0,0.0,0.5,1,631
AFRI_000592,35,Urban,Abuja,123,30227.0,0.688,1.0,1,1,4,0.316,0.743,0,0.0,0.5,0,648
AFRI_000593,43,Urban,Abuja,282,44175.0,0.978,0.788,0,1,9,0.327,0.393,0,0.0,0.5,1,824
AFRI_000594,26,Semi-Urban,Lagos,201,36974.0,0.549,0.676,1,2,9,0.02,0.774,0,0.0,0.5,0,514
AFRI_000595,30,Urban,Ibadan,154,39500.0,0.911,0.297,1,1,9,0.303,0.767,0,0.0,0.5,0,350
AFRI_000596,21,Urban,Abuja,88,24158.0,0.811,0.756,1,2,1,0.278,0.815,0,0.0,0.5,1,402
AFRI_000597,32,Urban,Kano,276,10249.0,0.657,0.455,1,2,9,0.198,0.834,0,0.0,0.5,1,477
AFRI_000598,26,Urban,Enugu,113,10675.0,0.968,0.905,1,3,5,0.097,0.673,0,0.0,0.5,0,691
AFRI_000599,21,Rural,Enugu,36,21624.0,0.855,0.794,1,1,6,0.282,0.696,1,4.2,0.609,0,528
